,Name,Height,Place,Description
294,대모산,293,서울특별시 강남구,          
295,대미산,359,전라남도 여수시,          대미산은 여수반도의 남쪽 돌산읍 평사리에 위치하고 월암산성지구로서 남족으로는 금오도가있으며  서쪽으로는 바다를 사이에 두고 화양면과 마주하고 있다  인근에 높은 산이 없어 관망하기가 좋다  대미산 북쪽으로는 소미산이 있고  서쪽으로는 천마산이 있는데 소미산과 대미산 사이에 무술목이 있어 등산과 함께 관광의 효과로 주목되는 등산로중 하나이다                    월암마을 뒷산에 위치한 대미산은 예전에는 달암산     이라 불리웠는데 대미산     중턱에서 보이는 동쪽바다 수평선 위로 떠오르는 달이 너무 아름다워 달암산이라 불렀다 전하며  그 후 월암    이라 하였으며  크고 아름다운 산 이란 이름으로 대미산이라 불리우고 있다 
296,대방산,468,경상남도 남해 창선면,          
297,대부산,743,경기도 양평군 옥천면,          
298,대성산,607,경상남도 산청군 신등면 모례리,대성산은 둔철산의 동쪽으로 뻗어 있는 줄기중 솟아있는 한 봉우리이며 산 모양새는 그다지 웅장                                                                                                                                          하거나 화려하지도 않은 평범하다  하지만 정취암을 품에 안고 있어 이름이 알려지게 된 것 같다                                                                                                                                            대성산 정상은 정상이라 하기에 너무 평이하여 쉽게 지나치기 쉬우며 전망 또한 산불초소나 정취                                                                                                                                          암 바로위 너럭바위가 더 좋다           
299,대성산,706,"충북 옥천군 이원면, 충남 금산군 군북면",
300,대암산,1313,"강원 양구군 동면, 인제군 서화면",    고층습원의 명산        고층습원으로 잘 알려진 대암산은 정상부근에 있는 분지형으로 된 큰 용늪과 작은 용늪이 있다  이 습원의 크기는 동서 약    미터  남북 약    미터 내외의 부정형으로 서북에서 동남으로 완만한 경사를 이루고 있다  높은 학술적 가치를 지니고 있는 이 고층습원에서     년  월부터     년  월까지의 기간중 김두영 현 강원도 학생과학관 근무 에 의해 부유생물   종이 채집되었고  한편 대암산에 분포한 식물의 종류는 총   과    종으로 그 중 고층습원의 특유종이   종 미기록종   종이 알려져 있어 생물의 보고이며     년  월   일 인근의 대우산과 함께 천연보호구역으로 지정되었다  대암산 정상은 등산 통제구역으로 일반 등산은 생태식물원을 들머리로 한 정상 서남쪽 능선 코스만 가능하다 
301,대야산,931,"경상북도 문경시 가은읍, 충청북도 괴산군 청천면",    기암괴석과 선유동 계곡의 조화        백화산과 희양산을 지나 속리산 사이에 솟은 대야산은 속리산국립공원내에 포함되며  백두대간 상의 산으로 경북과 충북 양쪽에 내외 선유동을 두고 있을 정도로 계곡이 특히 유명하다  대야산 자락에서 흘러내린 물은 용추계곡을 형성  문경  경의 하나가 된다  용추골은 대야산과 이웃한 둔덕산에서 흘러내린 물과 합류하여 넓은 암반이 아름다운 선유동 계곡을 빚어 놓았다  특히 깎아지른 암봉과 기암괴석이 산세를 더욱 아름답게 한다     문경  경중의 하나인 용추의 모습은 대야산 제일의 명소로 친다  거대한 화강암반을 뚫고 쏟아지는 폭포 아래에 하트형으로 패인 소   가 매끈한 암반을 타고 흘러내리면서 여러개의 소를 만들어 놨다  또한 달 뜨는 밤이면  바위와 계곡에 달빛이 비친다 해서 월영대       숙종 때의 학자인 이재를 기리기 위해     년에 세운 선유동 계곡의 정자인 학천정 등이 대야산을 더욱 기기묘묘한 아름다움으로 가득차게 한다           소요 시간         시간      최적 탐방 시기            월         여름 용추계곡  인기있는 여름 산행지로    월에 가장 많이 찾는다      볼거리   용추계곡  대문바위  문경새재  문경온천  문경석탄박물관  운강기념관  선유동계곡    시원한 계곡과 반석이 특 이다  특히 용추의 기묘한 모습은 보는 이의 탄성을 자아낸다        숲길 명소   산행은 일반적으로 이화령을 넘어 문경시를 지나 가은읍 벌바위에서 시작한다  계곡을 따라 난 신작로를 걸어가면 서쪽으로 기암이 두드러진 산이 올려다보인다  이 계곡이 용추계곡인데 입구에  문경팔경 이라고 새긴 돌비석이 있다      용추계곡의 비경 중 으뜸으로 꼽히는 용추폭포는  단으로 되어 있으며 회백색 화강암 한가운데로 하트형의 독특한 탕을 이루고 있다  용추의 양쪽 옆 바위에는 신라시대 최치원이 쓴 세심대 활청담 옥하대 영차석 등의 음각 글씨가 새겨져 있다      용추에서 약   분을 오르면 바위와 계곡에 달빛이 비친다는 월영대가 나온다 
302,대왕산,605,경상북도 청도군,          
303,대운산,742,"경남 양산시 웅상읍, 울산시 온양면, 부산시 기장군",          
304,대학산,876,"강원도 홍천군 동면, 서석면",          
305,덕가산,855,"경상북도 상주시 화북면 운흥리, 괴산군 청천면 사담리",          
306,덕갈산,669,"경상남도 산청군,거창군,함양군",          
307,덕고산,1125,"강원도 횡성군, 홍천군",          
308,덕대산,634,경상남도 밀양시 하남읍 남전리,          
309,덕두산,1150,"전라북도 남원 운봉읍, 동면, 산내면",          
310,덕룡산,433,"전라남도 강진군 도암면, 신전면",
311,덕봉산,474,충청남도 예산군 예산읍 수철리 449,금오산 능선에서 가장 높은 산  산 아래 수철저수지가 있음                  옛날 난리를 당했을 때 덕봉산으로 피난한 사람들은 모두 무사했다는 전설이 전해짐
312,덕성산,519,경기도 안성시 금광면,          
313,덕숭산(수덕산),495,충청남도 예산군 덕산면,    일곱 꽃잎과 조화 이룬 오롯한 꽃술대        당나라 시인 유우석은   산이 높다고 다가 아니요 선풍    이 있어야 명산  이라고 했다  그래선지 덕숭산은 이웃의 큰 산 가야산         그늘임에도 수덕사라는 천년고찰의 본산이 되었다  동쪽의 수암산        부터 시작해 용봉산        홍동산          삼준산          연암산          뒷산          가야산에 이르기까지 빙 둘러 육산    들 에워싼 가운데 꽃술대처럼 오롯한 바위산으로 솟아 한 송이 꽃을 이루고있기 때문일 것이다      꽃술과 꽃잎이 그렇게 조화로울 수 없다  꽃술이 되바라지게 높지도 않고 꽃잎이 댄퉁맞게 크지도 않다  그래 서로 숨고 서로 가려주면서 전체를 완성하고 있다  홍동산 남쪽   이별의 꽃조개고개   연인들처럼 애틋하게      산 곳곳에는 기묘한 모양의 바위들이 흘립    해있다  꽃술대 위에 서면 꽃잎들 위로 서해와 서산 간척지  예당평야가 그림처럼 펼쳐진다  평지돌출의 작은 산 덕숭산이 작은 산이라는 느낌이 들지 않는 비결은 바로 이것  에워싼 일곱 산을 아울러 하나의 산세를 형성하기 때문이리라      작아도 다부진  금북정맥의 등줄기다  그렇지만 고개는 낮아 내포지방과 서해바닷가 사람들내왕로가 되어왔다  선사시대부터 삼국시대까지 가장 살기 좋고 인구밀도가 가장 높았던 지역들  수덕사와 덕숭산은 크게 될 운명을 타고났다 
314,덕암산,163,"경기도 평택시,안성시",          평택시 도일동과 안성시 원곡면 경계에 위치한 덕암산은 주위에 부락산 팔용산  안성시의 천덕산 앞쪽에 도일천이 흐르고 조선시대에는 삼남대로가 지나가던 교통의 요지 옆에 위치한다  해발           인 덕암산에는 수많은 골짜기가 있어 많은 마을들이 골짜기 마다 자리하고 있다  부락산서 이어지는 완만한 능선은 덕암산과 팔용산으로 연결 되는 숲길은 그리 높지 않은 산이 지만 오가며 자연의 아름다움과 신비로움을 느낄수 있다
315,덕우산,1007,"강원도 강릉시 왕산면, 정선군 임계면",          
316,덕유산(향적봉),1614,"전라북도 무주군ㆍ장수군, 경상남도 거창군ㆍ함양군",    덕이 있어 넉넉한 산        무주구천동   경으로 널리 알려진 산이다  제 경 나제통문에서 시작해 학소대  추월담  수심대  인월담  금포탄  구천폭포 등으로 이어지는 비경이     구비에 이른다는 골짜기다    경은 이속대         경은 백련사         경은 향적봉         속세를 떠나 흰 연꽃 같은 절을 지난 다음 정향    이 산처럼 쌓인 봉우리에 오르  는 과정이다      하지만  넉넉한 덕 의 의미는 오히려 동남쪽  거창쪽 산자락에 가봐야 느낄 수 있다  활처럼 휘어진 장대한 산줄기가 서북풍을 막아주고 동남풍이 흡족한 비를 뿌리는 거기는 식생이 다른 어떤 지역보다 좋다  덕분에 곡식은 잘 되고 경치는 수려해 청사정  모암정  용암정  수승대 같은 명품의 정자들을 앉혀두었다  거창 북상면을 보지 않고 덕유산을 논하는 것은 어불성설이다 
317,덕절산,780,충청북도 단양군 단성면,          
318,덕주봉,893,충청북도 제천시 한수면,          
319,덕지산,138,경기도 평택시,          덕지산은 화성시 요당마을과 경계를 이루며 청북면 고렴리와 어소리로 길게 이어진다  정상부로 오르는 등산로는 가파르나 정상에서 바라보는 서해대교와 평택항을 바라다 보면 흐르는 땀방울이 씻기어진다                     정상에서 내리막 길을 따라 어소리와 광승으로 이어지는 등산로는 완만한숲길을 즐길 수 있다  정상주변에는 많은 예비군 참호들이 있어 입구가 등산로 처럼 보이기도 하여 초행 등산객들의 헛걸음을 유도 하게 하여 쓴웃음을 짓게한다                        년 광해군    큰 스님 신지가 절터를 찾아다니다 보니 보살이 봉황을 타고 이 덕지산 산에 내려앉는 꿈을 꾸고는 이 곳에 절을 중창 하였다고 한다  그래서 인지 이산의 이름을 명봉산 이라고도 불리어 진다 
320,덕태산,1113,전북 진안군 백운면,          
321,덕항산,1073,강원도 삼척시 신기면ㆍ태백시 하사미동,    언제나 안개에 싸인 환상의 산        어느 산객이   우리나라에서 그랜드캐년을 닮은 곳이 있다면 거기는 바로 덕항산 자암골  이라고 설파했던 기경    의 산이다  경동지괴      의 표본을 이루는 곳으로 동쪽은 깎아지른 석회암 사면  서쪽은     미터 전후의 고위평탄면을 이룬다      석회암 사면에는 환선굴  바람굴  관음굴 같은 동굴들과 촛대봉  사다리바위  나한봉  수리봉  금강봉  미륵봉 같은 기암들이 즐비하다  골짜기는 거의 언제나 안개에 차있고 그 사이로 언뜻언뜻 험산과 기암이 드러나는 환상적인 풍경이다      원래 이름은 덕메기 산 이었다  삼척쪽에서 부르던 것으로   저 너머에 화전하기 좋은 더기 고원 가 있는 뫼  라는 뜻이라고 한다  그것이 덕목이로 변해  목 항 자 덕항산으로 표기된 듯하다  그 더기는 지금 광동댐 수몰민들의 고랭지채소밭이 되어있다      썩 유명하지 않은 산이어서 지리적  생태적 조사가 거의 안 돼있다  산역     파악이 특히 안 돼 광동댐 이주단지 서쪽에     봉이 있는데도 대이리에서 가장 높게 보이는     봉을 주봉으로 여긴다  이는 그 서북쪽에 있는 백두대간상의 환선봉       보다도 낮다      산경표에는 댓재 죽현     다음에 건의령     이 이어진다  따라서 둘 사이에 있는 덕항산은 댓재에서 건의령까지가 영역이고 상봉은     봉이다 
322,도갑산,376,전라남도 영암군 군서면,          
323,도고산,482,"충남 아산시 도고면, 예산군 예산읍",          
324,도덕봉 (흑룡산),534,"충남 공주시 반포면, 대전 유성구",          
325,도덕산,703,경상북도 경주시 안강읍·영천시 고경면,          
326,도드람산,349,경기도 이천시 마장면,          
327,도락산,965,"충청북도 단양군 단성면, 대강면",    성벽 쌓은 듯한 암릉등반 묘미         도락산        은 월악산국립공원 끄트머리  소백산국립공원과 이웃한 곳에 있다   깨달음을 얻는 데는 나름대로 길이 있어야 하고 거기에는 또한 즐거움이 뒤따라야 한다 라는 뜻에서 우암 송시열이 산이름을 지었다고 전한다  정상은 단양군 단성면과 대강면의 경계이다  산세가 월악산과 비슷하여 곳곳에 암봉이 솟아있고 사방으로 뻗어나간 능선마루는 마치 성벽을 쌓은 것처럼 암릉이 이어져 장관이다      특히 정상에서 북동쪽으로 이어진 능선에는 신선봉  채운봉  검봉 등의 암봉이 줄지어 있어 경관이 좋고  암릉을 오르내리는 재미 또한 각별하다  다만 초보자들에게는 도락산 암릉길이 결코 만만치 않다  산행경험이 풍부한 안내자와 함께 가는 것이 좋으며 눈이 올 경우엔 각별히 주의해야 한다  일단 산에 들어가면 식수를 구하기 어려우므로 미리 준비해야 한다 
328,도마치봉,937,"경기도 포천시 이동면, 강원도 화천군 사내면",          
329,도명산,642,충청북도 괴산군 청천면,          
330,도봉산(자운봉),740,"서울특별시 도봉구, 경기도 의정부시 호원동ㆍ양주시 장흥면",    봉만미 탁월한 비 오는 날의 산수화        봉만미     가 탁월하게 빼어난 산이다    푸른 하늘 깎아세운 만 길 봉우리           라 읊었던 옛 시인의 표현이 무릎을 치게 만드는 장쾌한 선인봉을 비롯해 그 뒤에 중첩된 만장봉  자운봉  신선봉  서쪽 끝의 기이한 다섯 봉우리 오봉에 이르기까지 모두 빛나는 화강암으로 되어있어 시 속의   푸른 하늘  을 더욱 푸르게 한다      이렇게 암골    이 두드러진 산이라 주릉이 거의 암봉릉이다  사이사이 진짜 암릉인 포대능선  칼바위능선도 있지만 대개는 솔숲 그늘 사이 암봉을 돌고 도는 시원한 산길이다  그래 도봉산행은 구름이 산수화를 연출하는 우중    산행을 최고로 꼽는다      솟음이 우세하고 바위가 많아 계곡 수량은 적다  그렇지만 계류미는 뛰어나니 비 오는 날이 새삼 제격이다  반면에 뒷자락 송추계곡은 다르다  온통 푸른 숲천지가 뿜어내는 맑은 물이 세 개의 송추폭에다 송추유원지의 긴 와폭과 담   까지 만들어두고 있다      그래서 도봉은 이땅에서 가장 등산로가 촘촘한 산  가장 사랑받는 산이다  주말마다 산을 찾는 빠꼼이 서울산객들  일요일에는 되도록이면 이 산을 피할 정도니까 
331,도비산,352,충청남도 서산시 인지면,          
332,도솔봉,1125,전라남도 광양,          
333,도솔봉,1314,"경상북도 영주시, 충청북도 단양군",          
334,도일봉,864,"경기도 양평군 용문면, 단월면",          
335,도장산,828,"경상북도 상주시 화북면 용유리, 문경시 농암면",                           
336,독실산,639,전라남도 신안군 흑산면 가거도,          
337,돈달산,273,경상북도 문경시 점촌동,          
338,동대산,1434,강원도 평창군 진부면,          
339,동대산,791,경상북도 영덕군,          
340,동림산,457,충청북도 청원군,          동림산은 옥산면 동림리와 충남 연기군 전동면의 경계에 솟아 있는 산으로 청원군 서쪽에서는 가장 높은 산이다  등산은 연기군 금성마을에서 시작하여 약   분쯤 지나면 옛 절터가 나오고 계곡에는 큰물은 흐르지 않지만  주변의 다양한 활엽수와 끊이지 않는 계곡물로 여름철 더위를 시켜주기에는 충분하다  올라오는 계곡 중간중간에 머위가 군락을 이루고 있고 산 정상에는 삼국시대 쌓은 것으로 예상되는 퇴뫼식 산성 흔적인 돌 무덤이 성터임을 짐작케 한다 
341,동산,896,"충북 제천시 금성면, 청풍면·단양군 적성면",
342,동신어산,460,경상남도 김해 상동면,          
343,동악산,737,전라남도 곡성군 곡성읍,      
344,돼지봉,818,강원도 영월군,          
345,된불데기산,910,강원도 영월군,          
346,두개비산,250,강원도 홍천군,          산의 형태가 두꺼비와 같이 생겼다 하여 두개비산이라 한다  정상에서는 홍천시내 전경이 한눈에 들어오며 곳곳에 벤치등 휴게시설이 설치되어 있다  그다지 높지 않은 산이며 가족산행에 알맞다  등산로를 따라 소나무숲길이 있어 산책하기에 좋다 
347,두류산,993,"강원도 화천군 사내면, 하남면",              때 묻지 않은 청정의 산                           강원도 화천군 사내면 사창리와 하남면 계성리 경계를 이루는 두류산      은   선 북방     에 위치하고 있다  그래서                전쟁 전에는 북한 땅이었다  두류산은 한북정맥 상의 최전방인 대성산       을 바로 북쪽으로 마주하고 있다  대성산에서 남서쪽으로 이어지는 한북정맥은 수피령에서 고도를 낮추었다가 칼바위봉      과 복계산을 들어올린 다음  칼바위봉에서 남쪽으로 방향을 틀어 복주산       으로 세차게 뻗어 내리고 있다  복주산 못미처 약    로 전방인      봉 한북정맥 상 에서 동으로 가지를 치는 능선이 있다  이 능선은 실내고개에서 잠시 가라앉았다가     봉을 들어올린 다음  남쪽으로 방향을 틀어 약    리 거리에 이르러 빚어놓은 산이 두류산이다  두류산에서 다시 가지를 쳐서 동쪽과 남쪽으로 흘러내리는 산릉은 각각 북한강과 용담천에다 그 여맥을 모두 가라앉힌다   두류산 이라는 이름은 지리산        의 별칭이기도 한데  이 이름으로 불리는 산은 북한에도 두 곳이 있다  함북 길주군 양사면과 함남 단천군 북두일면 경계를 이루는 두류산       과 함남 문천군 운림면과 평남 양덕군 대륜면 경계를 이루는 두륜산       이 그것이다 
348,두륜산,700,전라남도 해남군 삼산면ㆍ북일면ㆍ북평면ㆍ현산면,    바닷가재 여의주 머금은 듯 기이한 형국        가장 남쪽의  산이라 할 만한 것 이다  육산 덩어리여서 듬직하기는 하나 잘났다고 할 수는 없다  그런데도 산 보는 데 일가견이 있던 서산대사가 자신의 의발     옷가지와 밥그릇을 여기 갖다노라 한 것을 보면 뭔가 있기는 한 듯하다      그냥 들어가서는 발견할 수가 없다  봄 긴 골짜기 장춘    계곡을 걸어가봐야 한다  다음  정상이 아니라 반대편으로 올라가봐야 한다  향로봉        그리고  가부좌를 틀고 앉아 산의 형세를 살펴봐야 한다      좌청룡은 도솔봉        에서 내려오고 있다  우백호는 고계봉       줄기다  입수    는 두륜봉        에서 비롯했는 바 모두 대흥사 앞 계곡에서 머리를 맞대고있다  그 입수가 솟구쳤다 내려앉은 가랑이 사이의 명당에는 서산대사의 사당 표충사     가 있다  대사의 의발은 오대산 상원사 같은 위치에 모셔졌고 두륜산은 그만한 지덕    이 있었던 것이다      고계봉  상봉 가련봉  두륜봉  국립지리원 지도에 대둔산으로 표기된 도솔봉          연화봉        혈망봉        향로봉의  봉이 명찰 대흥사를 둘러싸고 있는 또아리 지형이다     미터 등고선을 이어보면 거대한 바닷가재가 여의주를 머금고있는 형세다  이런 기이함 있었기에 두륜산은 대흥사를 키울 수 있었고 그 덕에 명산의 반열에 오를 수 있었다 
349,두무산,1034,"경상남도 거창 가조면, 합천 묘산면, 가야면",          
350,두봉산,364,전라남도 신안군 자은면,          
351,두승산,444,전라북도 정읍시 고부면ㆍ덕천면ㆍ소성면,          
352,두악산,732,충청북도 단양 단성면,          
353,두억산,529,전라남도 해남군 계곡면 가학리,          
354,두위봉,1470,"강원도 정선군 남면, 사북읍·영월군  중동면 직동리",          
355,두타산,1357,"강원도 동해시 삼화동, 삼척시 미로면ㆍ하장면",       무릉계를 만들어놓은 바위산과 푸른산        계곡 이름을 무릉계     라고 했다  얼마나 대단한 경치면 감히  무릉도원은 바로 여기 라고 내세웠다  두타산과 청옥산  고적대  갈미봉      봉으로 둘러싸인 반석계곡이다      가보면 고개를 끄덕이게될 것이다  벼루처럼 매끄러운 바위운동장에 무수한 글씨가 새겨져있고 한켠으로는 맑은 물이 렌즈처럼 얇게 흐른다  골짜기로 들어가면 여기도 폭포 저기도 폭포  깎아세운 절벽 위엔 층층이 소나무들  내가 정말 무릉도원에 들어왔구나 싶으리라          형 지형인 무릉계 물받이의 남쪽 울타리를 이루는 청옥 두타산은 언제나 쌍둥이처럼 붙어다닌다  뗄 수 없이 돈독하고 가까운 동시에 무릉계라는 보물을 공유하고 있기 때문이다  그렇지만 생김새는 사뭇 달라 청옥은 듬직한 육산    인 반면 두타는 울끈불끈 골산    으로 되어있다      문자속이 있는 이는 쌍둥이 이름이 맞바뀌었나 의심할 것이다  푸른 옥 청옥은 바위산에 붙여야 맞으며 집착을 버리고 수행의 길로 들어선다는 두타는 저 요란한 무릉계곡을 지긋이 굽어보고있는 후덕한 봉우리에 어울리는데       모순없는 논리는 진실이 뒷받침한다  산경표와 대동여지도에는 분명 북쪽것이 두타라고 나와있다  청옥은 두타고 두타는 청옥인 것이다     
356,두타산,599,"충북 진천군 초평면, 괴산군 도안면, 증평읍",      
357,둔덕산,970,"경북 문경시 가은읍, 농암면",          
358,둔지미산,650,충청북도 단양군,          
359,둔지봉,310,경기도 성남시,          
360,둔철산,812,경상남도 산청군 산청읍 척지리,          
361,둥지봉,822,충청북도 단양군,          
362,등선봉,632,강원도 춘천시 강촌,          
363,등잔봉,834,강원도 춘천시,          
364,따라비,342,제주도 제주시,           개의 굼부리가 있는 것이 가장 큰 특징이다  크고 작은 여러 개의 봉우리가 매끄러운 등성이로 연결되어 한 산체를 이루고 말굽형으로 열린 방향의 기슭쪽에는 구좌읍  둔지오름 에서와 같은 이류구들이 있다  이류구가 있는 것으로 보아 비교적 최근에 분출된 신선한 화산에 속하는 것으로 판단되어진다고 한다  이류구   화산체가 형성된 후에 용암류가 분출  화구륜의 일부가 파괴되어 말굽형을 이루게 용암의 흐름과 함께 이동된 이류    가 퇴적한 것 호칭이 여러개가 있고 그 어원에 대한 해석이 구구함   주위의 묘비에는 대개     지조악  또는     지옹악 으로 표기돼 있고      다라비 라는 것도 보이며  한글로는 따라비라 적힌 것도 있다고 한다                    옛 지도에는 지조악이라는 것은 찾아볼 수 없다고 하며     다라비 로 나온다고 한다   따라비   모지오름     에 이웃해 있어 마치 지아비  지어미가 서로 따르는 모양에서 연유됐다고 한다  따래비 땅하래비         모지오름  장자오름  새끼오름이 모여 있어서 가장격이라하여  따애비 라 불리던 것이  따래비 로 와전된 것이라고도 한다                           따하래비   모지오름과는 시아버지와 며느리의 형국이라는 데서 연유됐다고 한다                    따라비              다라비 가 원이름이고 고구려어에 어원을 둔다는 것이라고 한다   다라 라는 말은 고구려어  달을       달    에서 온 것으로  높다 는 뜻이고  비 는 제주 산명에 쓰이는  미 에 통하는 접미사로 다라비 다라미  즉  높은 산 이라는 뜻이 되며 이  다라비 가  따라비 로 경음화한 것이  따라하비    땅하라비 로 풀이되면서 지조악이라는 한자표기가 나오게 된 것이라고도 한다   김인호 박사 민속학자  장자오름  모지오름  새끼오름  대록산  번널오름  뱅곳오름  설오름 정상에  개의 굼부리가 있다  표고        비고        둘레          면적            저경        복합형 원형  말굽형 
365,딸각산,420,전라남도 고흥군,          
366,떡갈봉,544,충청북도 제천시,          
367,마구산,595,경기도 용인시 처인구 포곡읍 금어리,          
368,마금산,280,경상남도 창원시,          
369,마니산,469,"충청북도 영동군, 옥천군",          
370,마니산,472,인천광역시 강화군 화도면,    암골미 뛰어난 최고 전망대        경기도 최대의 섬 강화도에서 최고 높은 산이다  단군왕검이 세 봉우리 중 가운데것에 참성단 사적    호 을 세우고 하늘에 제사를 지내며 고조선의 안녕을 기원했다는 산으로 몇 해 전 풍수들이 마니산을 가장 기가 센 곳으로 지목하기도 했다  신증동국여지승람에 있는 전설인데  이 산이 쓰기로는 마니산이지만 부르기로는 마리산인 데 근거했을 것이다      년에 국민관광지로 지정되었으며  참성단의 유명세로 많은 이들이 오래 전부터 즐겨 찾는 명승지다      암골미가 뛰어난 데다 이중환의 명산 제 조건   큰 바다를 끼고있을 것  을 갖춰 전망을 따를 데가 없다  염하    나 석모도와의 사이 개   처럼 강 같은 바다  장봉도와 사이의 호수 같은 바다  서쪽의 망망대해가 가슴을 탁 트이게 한다      신라 선덕여왕  년    년 에 희정선사가 창건한 정수사 등이 산자락에 있어 문화유적 답사지로도 좋으며 해안의 진  보  돈대 등 호국문화재를 둘러볼 수도 있다 
371,마대산,1052,"강원도 영월군 하동면, 충청북도 단양군 영춘면",          
372,마래산,385,전라남도 여수시,          여수 동부에 위치한 마래산은 여수지역 산 중에서도 조망이 뛰어나다  서 남쪽으로는 여수시내와 장군도  돌산도 돌산대교   오동도       엑스포예정지인 신항이 위치하며  북쪽으로는 만성리해수욕장과 멀리 봉화산이 보이며  동쪽으로는 남해바다가 위치 하여 정상에서 보는 전경이 아름답다 정상으로 오를수록 바위가 많고 땅이 척박해 교림보다는 주로 왜림이 숲을 차지하지만 동백  후박  철쭉  아왜  벚나무 등 화목류들이 많이 있어 등산을 하면서 바라보는 전경이 심심치 않다  마래산을 등산하기에 좋은 구간은 덕충동 현 만덕동  충덕중학교위 덕충배수지에서 오르는 구간과 마래산 기슭에 위치한 충민사 석천사에서 오르는 코스가 비교적 수월하게 등산하기에 좋다                                       마래산은 여수역에서 만성리 방향으로 보이는 산으로 일명 민둥산이라고 부른다                    오동도에서 보면 산이 풀만 자란 것처럼 보여서 붙여진 이름이다  또한 마래산은 옛부터  마수조욱       이라 하여 수평선에서 발산하는 아침 햇살을 받은 마래산의 경치는 여수  경 중에 하나다 
373,마명산,113,강원도 강릉시,            말이 와서 울었던 산            이란 뜻에서 생긴 이름이다                                                                                                                                            강릉 최씨 시조 동원 최문한 공이 전쟁에 나가 싸우다가 전사를 하자 말이 주인인 동원공과 그의 유품을                                                                                                                                          등에 싣고 이곳에 와 울자 후손들이 공이 타고 다니던 말움음 소리를 알고 달려와 보니 전사한 동원공이                                                                                                                                           말위에 있자 그를 이곳에 묻어 묘를 쓰고 유품도 같이 묻었다고 한다                                                                                                                                                               
374,마복산,539,전라남도 고흥군,          
375,마분봉,776,충청북도 괴산군 연풍면,          
376,마산,1052,강원도 고성군 간성읍,          
377,마산봉,654,경상북도 문경시 문경읍 상초리,          
378,마옥산,446,경기도 안성시 일죽면 고은리,          
379,마이산,687,전라북도 진안군 진안읍ㆍ마령면,    신기루처럼 솟아오른 말 귀 모양의 타워        산이라기보다는 탑으로 부르는 게 더 맞을 기경이다  영어의 타워와는 완전히 부합한다  서봉 암마이산과 동봉 숫마이산이 나란히 서있는데 그 모습이 꼭 말의 귀처럼 보인다  남북으로 높은 산이 없어 더욱 장관으로 진안 우주들이나 사양제 수면에 비친 모습은 특히 환상적이다      타포니 지형으로도 유명하다  바위 표면이 폭격을 맞은 것처럼 패어있는 현상으로 남한 내륙에서는 최대 규모라고 한다  주성분인 역암이 풍화작용으로 속에서부터 부스러져 생겼다      신라때는  섰다산 과 가까운 이두 서다산       고려시대에는  솟을 용 자 용출산     이었고 조선시대부터 마이산이라 불렸다  계절에 따라서도 달라 봄에는 안개 속에 신기루처럼 솟은 봉우리가 쌍돛대 같다 하여 돛대봉  여름에는 야산 위로 우뚝한 봉우리가 용의 뿔처럼 보인다 하여 용각봉       단풍 든 가을에는 마이봉  겨울에는 눈이 쌓이지 않아 먹물을 찍은 붓끝처럼 보인다 하여 문필봉     이라 부른다      두 마이산 사이에 있는 절 탑사에는   여개의 인공탑이 숲을 이루고있다  둘레   미터  높이   미터에 이르는 것까지 있는데 자연석 돌담불이    여년 동안을 무너지지 않고 있다 
380,마적산,610,"강원도 춘천시 신북읍, 북산면",      
381,마정산,402,경상북도 군위군 군위읍 용대리,             
382,마집봉,311,광주광역시 동구,          매립장이 들어선 것은     년도  동구지역에서 발생하는 쓰레기는 이 곳에서 처리되고 있다  정상바랑산은 화순 너릿재에서 광주로 넘어오는 국도변에 들어앉은 쓰레기 매립장을 곁에 두고 있다 으로 바로 이어지는 등산로는 가파라서  등산하기에는 힘들고 동구환경관리사업소 사무실 옆 우회 로가 등산에 적합하다  숲길은 비교적 깔끔하게 잘 정비되었으며  등산로 주변에는 소나무가 빽빽하게 식생하고 있다    분 정도 올라가면 헬기장이 있으며  그 곳을 지나 왼쪽으로 바랑산 정상으로 가는 등산로가 나있다  참나무  벚나무  갈참나무 등 국립공원 못지 않은 다양한 식생을 갖추있으며  그 변화도 다양하다  정상      에서는 무등산의 여러 봉우리들이 한 눈에 들어와 무등산의 장엄함을 감상하기에 충분하다                     바랑 은 스님이 등에 지고 다니는 자루 모양의 큰 주머니이다  바랑산이란 아마 이 모양을 닮았도 있다  산세가 험하고 낭떠러지가 가파를 데서 유래된  벼랑 절벽  의 변형이지 않겠냐 하는 추다고 하여 붙여진 이름일 수 있다  전국에 같은 이름을 가진 산들이 여럿이다  하지만 다른 해석측도 있다  또한 옛 인근 주민들은 이 산에서 부엉이 울음소리가 그치지 않았다고 하여   부엉산 이라고 불렀다고 한다 
383,마천산,274,"대구광역시 달성군, 경상북도 칠곡군",          고도가 그리 높지 않고 산세가 험하지 않아 노약자분들도 충분히 이용할수 있으나 인적이 드물어 사고발생시 낭패를 볼수있어 주의하여야 하지만 사람손이 덜 가서 그런지 경관은 좋다 
384,마폐봉,925,경상북도 문경시 문경읍 각서리,          
385,막장봉,868,"경상북도 문경시 가은읍, 충청북도 괴산군",          
386,만덕산,412,"전라남도 강진군 강진읍, 도암면",      
387,만덕산,766,"전북 완주군 상관면, 소양면",             
388,만뢰산,611,충청북도 진천군 진천읍 연곡리,          
389,만복대,1433,전라북도 남원시 산내면 덕동리,          
